state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
North Carolina,NC,2019-10-26,3283,2019-10-19,18942,4362309,0.43
North Carolina,NC,2019-11-02,3307,2019-10-26,19215,4362309,0.44
North Carolina,NC,2019-11-09,3494,2019-11-02,18994,4362309,0.44
North Carolina,NC,2019-11-16,3105,2019-11-09,19365,4362309,0.44
North Carolina,NC,2019-11-23,3523,2019-11-16,19513,4362309,0.45
North Carolina,NC,2019-11-30,2182,2019-11-23,18952,4362309,0.43
North Carolina,NC,2019-12-07,3843,2019-11-30,19694,4362309,0.45
North Carolina,NC,2019-12-14,3649,2019-12-07,19806,4362309,0.45
North Carolina,NC,2019-12-21,3586,2019-12-14,20382,4362309,0.47
North Carolina,NC,2019-12-28,2126,2019-12-21,19533,4362309,0.45
North Carolina,NC,2020-01-04,3508,2019-12-28,20848,4362309,0.48
North Carolina,NC,2020-01-11,4628,2020-01-04,21239,4381417,0.48
North Carolina,NC,2020-01-18,4217,2020-01-11,22247,4381417,0.51
North Carolina,NC,2020-01-25,3344,2020-01-18,22415,4381417,0.51
North Carolina,NC,2020-02-01,3611,2020-01-25,22342,4381417,0.51
North Carolina,NC,2020-02-08,3326,2020-02-01,22044,4381417,0.5
North Carolina,NC,2020-02-15,3094,2020-02-08,21972,4381417,0.5
North Carolina,NC,2020-02-22,2852,2020-02-15,21630,4381417,0.49
North Carolina,NC,2020-02-29,1767,2020-02-22,21188,4381417,0.48
North Carolina,NC,2020-03-07,2575,2020-02-29,20196,4381417,0.46
North Carolina,NC,2020-03-14,3533,2020-03-07,19683,4381417,0.45
North Carolina,NC,2020-03-21,94083,2020-03-14,20652,4381417,0.47
North Carolina,NC,2020-03-28,172145,2020-03-21,75220,4381417,1.72
North Dakota,ND,2019-01-05,964,2018-12-29,5754,405169,1.42
North Dakota,ND,2019-01-12,1230,2019-01-05,6102,405557,1.5
North Dakota,ND,2019-01-19,658,2019-01-12,6406,405557,1.58
North Dakota,ND,2019-01-26,533,2019-01-19,6532,405557,1.61
North Dakota,ND,2019-02-02,553,2019-01-26,6742,405557,1.66
North Dakota,ND,2019-02-09,574,2019-02-02,6941,405557,1.71
North Dakota,ND,2019-02-16,470,2019-02-09,7035,405557,1.73
North Dakota,ND,2019-02-23,340,2019-02-16,6853,405557,1.69
North Dakota,ND,2019-03-02,327,2019-02-23,6708,405557,1.65
North Dakota,ND,2019-03-09,313,2019-03-02,6498,405557,1.6
North Dakota,ND,2019-03-16,288,2019-03-09,6161,405557,1.52
North Dakota,ND,2019-03-23,211,2019-03-16,5891,405557,1.45
North Dakota,ND,2019-03-30,266,2019-03-23,5407,405557,1.33
North Dakota,ND,2019-04-06,272,2019-03-30,5013,405557,1.24
North Dakota,ND,2019-04-13,272,2019-04-06,4454,406719,1.1
North Dakota,ND,2019-04-20,217,2019-04-13,3757,406719,0.92
North Dakota,ND,2019-04-27,313,2019-04-20,3270,406719,0.8
North Dakota,ND,2019-05-04,278,2019-04-27,2446,406719,0.6
North Dakota,ND,2019-05-11,522,2019-05-04,2217,406719,0.55
North Dakota,ND,2019-05-18,300,2019-05-11,2139,406719,0.53
North Dakota,ND,2019-05-25,328,2019-05-18,1803,406719,0.44
North Dakota,ND,2019-06-01,452,2019-05-25,1791,406719,0.44
North Dakota,ND,2019-06-08,327,2019-06-01,1989,406719,0.49
North Dakota,ND,2019-06-15,253,2019-06-08,1970,406719,0.48
North Dakota,ND,2019-06-22,290,2019-06-15,1942,406719,0.48
North Dakota,ND,2019-06-29,376,2019-06-22,1940,406719,0.48
North Dakota,ND,2019-07-06,497,2019-06-29,2093,406719,0.51
North Dakota,ND,2019-07-13,335,2019-07-06,2426,408192,0.59
North Dakota,ND,2019-07-20,273,2019-07-13,2157,408192,0.53
North Dakota,ND,2019-07-27,214,2019-07-20,2199,408192,0.54
North Dakota,ND,2019-08-03,204,2019-07-27,2130,408192,0.52
North Dakota,ND,2019-08-10,229,2019-08-03,1975,408192,0.48
North Dakota,ND,2019-08-17,211,2019-08-10,1905,408192,0.47
North Dakota,ND,2019-08-24,540,2019-08-17,1802,408192,0.44
North Dakota,ND,2019-08-31,239,2019-08-24,2014,408192,0.49
North Dakota,ND,2019-09-07,233,2019-08-31,1816,408192,0.44
North Dakota,ND,2019-09-14,252,2019-09-07,1657,408192,0.41
North Dakota,ND,2019-09-21,205,2019-09-14,1528,408192,0.37
North Dakota,ND,2019-09-28,197,2019-09-21,1289,408192,0.32
North Dakota,ND,2019-10-05,312,2019-09-28,1249,408192,0.31
North Dakota,ND,2019-10-12,268,2019-10-05,1317,409901,0.32
North Dakota,ND,2019-10-19,326,2019-10-12,1311,409901,0.32
North Dakota,ND,2019-10-26,430,2019-10-19,1437,409901,0.35
North Dakota,ND,2019-11-02,631,2019-10-26,1623,409901,0.4
North Dakota,ND,2019-11-09,650,2019-11-02,2010,409901,0.49
North Dakota,ND,2019-11-16,761,2019-11-09,2009,409901,0.49
North Dakota,ND,2019-11-23,739,2019-11-16,2503,409901,0.61
North Dakota,ND,2019-11-30,697,2019-11-23,2785,409901,0.68
North Dakota,ND,2019-12-07,1004,2019-11-30,3334,409901,0.81
North Dakota,ND,2019-12-14,1128,2019-12-07,3803,409901,0.93
North Dakota,ND,2019-12-21,1016,2019-12-14,4540,409901,1.11
North Dakota,ND,2019-12-28,961,2019-12-21,4729,409901,1.15
North Dakota,ND,2020-01-04,836,2019-12-28,5785,409901,1.41
North Dakota,ND,2020-01-11,1530,2020-01-04,6171,411624,1.5
North Dakota,ND,2020-01-18,785,2020-01-11,6809,411624,1.65
North Dakota,ND,2020-01-25,543,2020-01-18,7179,411624,1.74
North Dakota,ND,2020-02-01,447,2020-01-25,6782,411624,1.65
North Dakota,ND,2020-02-08,526,2020-02-01,6838,411624,1.66
North Dakota,ND,2020-02-15,457,2020-02-08,6924,411624,1.68
North Dakota,ND,2020-02-22,435,2020-02-15,6886,411624,1.67
North Dakota,ND,2020-02-29,363,2020-02-22,6795,411624,1.65
North Dakota,ND,2020-03-07,423,2020-02-29,6543,411624,1.59
North Dakota,ND,2020-03-14,415,2020-03-07,6349,411624,1.54
North Dakota,ND,2020-03-21,5662,2020-03-14,6169,411624,1.5
North Dakota,ND,2020-03-28,11818,2020-03-21,8534,411624,2.07
Nebraska,NE,2019-01-05,1282,2018-12-29,7517,958635,0.78
Nebraska,NE,2019-01-12,1245,2019-01-05,7741,958335,0.81
Nebraska,NE,2019-01-19,1181,2019-01-12,7077,958335,0.74
Nebraska,NE,2019-01-26,1115,2019-01-19,6974,958335,0.73
Nebraska,NE,2019-02-02,1061,2019-01-26,7333,958335,0.77
Nebraska,NE,2019-02-09,866,2019-02-02,7498,958335,0.78
Nebraska,NE,2019-02-16,730,2019-02-09,7449,958335,0.78
Nebraska,NE,2019-02-23,708,2019-02-16,7409,958335,0.77
Nebraska,NE,2019-03-02,742,2019-02-23,7326,958335,0.76
Nebraska,NE,2019-03-09,724,2019-03-02,7263,958335,0.76
Nebraska,NE,2019-03-16,788,2019-03-09,7071,958335,0.74
Nebraska,NE,2019-03-23,730,2019-03-16,6899,958335,0.72
Nebraska,NE,2019-03-30,663,2019-03-23,6063,958335,0.63
Nebraska,NE,2019-04-06,589,2019-03-30,5078,958335,0.53
Nebraska,NE,2019-04-13,566,2019-04-06,4272,960218,0.44
Nebraska,NE,2019-04-20,758,2019-04-13,3822,960218,0.4
Nebraska,NE,2019-04-27,497,2019-04-20,3645,960218,0.38
Nebraska,NE,2019-05-04,563,2019-04-27,3305,960218,0.34
Nebraska,NE,2019-05-11,688,2019-05-04,3105,960218,0.32
Nebraska,NE,2019-05-18,658,2019-05-11,3204,960218,0.33
Nebraska,NE,2019-05-25,868,2019-05-18,3148,960218,0.33
Nebraska,NE,2019-06-01,996,2019-05-25,3337,960218,0.35
Nebraska,NE,2019-06-08,910,2019-06-01,3747,960218,0.39
Nebraska,NE,2019-06-15,712,2019-06-08,3891,960218,0.41
Nebraska,NE,2019-06-22,648,2019-06-15,3913,960218,0.41
Nebraska,NE,2019-06-29,998,2019-06-22,3908,960218,0.41
Nebraska,NE,2019-07-06,788,2019-06-29,4270,960218,0.44
Nebraska,NE,2019-07-13,546,2019-07-06,4578,961261,0.48
Nebraska,NE,2019-07-20,562,2019-07-13,4006,961261,0.42
Nebraska,NE,2019-07-27,523,2019-07-20,3995,961261,0.42
Nebraska,NE,2019-08-03,546,2019-07-27,3939,961261,0.41
Nebraska,NE,2019-08-10,721,2019-08-03,3868,961261,0.4
Nebraska,NE,2019-08-17,522,2019-08-10,3803,961261,0.4
Nebraska,NE,2019-08-24,484,2019-08-17,3069,961261,0.32
Nebraska,NE,2019-08-31,886,2019-08-24,2756,961261,0.29
Nebraska,NE,2019-09-07,468,2019-08-31,3092,961261,0.32
Nebraska,NE,2019-09-14,448,2019-09-07,3023,961261,0.31
Nebraska,NE,2019-09-21,441,2019-09-14,2586,961261,0.27
Nebraska,NE,2019-09-28,364,2019-09-21,2237,961261,0.23
Nebraska,NE,2019-10-05,383,2019-09-28,2282,961261,0.24
Nebraska,NE,2019-10-12,626,2019-10-05,1689,963465,0.18
Nebraska,NE,2019-10-19,510,2019-10-12,2146,963465,0.22
Nebraska,NE,2019-10-26,526,2019-10-19,1984,963465,0.21
Nebraska,NE,2019-11-02,642,2019-10-26,1821,963465,0.19
Nebraska,NE,2019-11-09,756,2019-11-02,1683,963465,0.17
Nebraska,NE,2019-11-16,729,2019-11-09,1662,963465,0.17
Nebraska,NE,2019-11-23,1098,2019-11-16,2485,963465,0.26
Nebraska,NE,2019-11-30,996,2019-11-23,3354,963465,0.35
Nebraska,NE,2019-12-07,1150,2019-11-30,3442,963465,0.36
Nebraska,NE,2019-12-14,1087,2019-12-07,3099,963465,0.32
Nebraska,NE,2019-12-21,1211,2019-12-14,3499,963465,0.36
Nebraska,NE,2019-12-28,1818,2019-12-21,3745,963465,0.39
Nebraska,NE,2020-01-04,1099,2019-12-28,5165,963465,0.54
Nebraska,NE,2020-01-11,1171,2020-01-04,5694,962725,0.59
Nebraska,NE,2020-01-18,988,2020-01-11,4940,962725,0.51
Nebraska,NE,2020-01-25,960,2020-01-18,5107,962725,0.53
Nebraska,NE,2020-02-01,833,2020-01-25,5884,962725,0.61
Nebraska,NE,2020-02-08,675,2020-02-01,5693,962725,0.59
Nebraska,NE,2020-02-15,537,2020-02-08,5804,962725,0.6
Nebraska,NE,2020-02-22,493,2020-02-15,5780,962725,0.6
Nebraska,NE,2020-02-29,502,2020-02-22,6286,962725,0.65
Nebraska,NE,2020-03-07,501,2020-02-29,5581,962725,0.58
Nebraska,NE,2020-03-14,795,2020-03-07,5076,962725,0.53
Nebraska,NE,2020-03-21,15700,2020-03-14,4859,962725,0.5
Nebraska,NE,2020-03-28,24725,2020-03-21,16641,962725,1.73
New Hampshire,NH,2019-01-05,808,2018-12-29,4744,647193,0.73
New Hampshire,NH,2019-01-12,808,2019-01-05,4644,648384,0.72
New Hampshire,NH,2019-01-19,671,2019-01-12,4694,648384,0.72
New Hampshire,NH,2019-01-26,629,2019-01-19,4810,648384,0.74
New Hampshire,NH,2019-02-02,583,2019-01-26,4742,648384,0.73
New Hampshire,NH,2019-02-09,588,2019-02-02,4714,648384,0.73
New Hampshire,NH,2019-02-16,498,2019-02-09,4690,648384,0.72
New Hampshire,NH,2019-02-23,371,2019-02-16,4601,648384,0.71
New Hampshire,NH,2019-03-02,919,2019-02-23,4636,648384,0.72
New Hampshire,NH,2019-03-09,572,2019-03-02,5010,648384,0.77
New Hampshire,NH,2019-03-16,518,2019-03-09,4484,648384,0.69
New Hampshire,NH,2019-03-23,516,2019-03-16,4240,648384,0.65
New Hampshire,NH,2019-03-30,433,2019-03-23,4284,648384,0.66
New Hampshire,NH,2019-04-06,497,2019-03-30,4098,648384,0.63
New Hampshire,NH,2019-04-13,481,2019-04-06,3853,649759,0.59
New Hampshire,NH,2019-04-20,474,2019-04-13,3651,649759,0.56
New Hampshire,NH,2019-04-27,863,2019-04-20,3613,649759,0.56
New Hampshire,NH,2019-05-04,411,2019-04-27,3901,649759,0.6
New Hampshire,NH,2019-05-11,407,2019-05-04,3287,649759,0.51
New Hampshire,NH,2019-05-18,418,2019-05-11,3178,649759,0.49
New Hampshire,NH,2019-05-25,396,2019-05-18,3097,649759,0.48
New Hampshire,NH,2019-06-01,357,2019-05-25,3026,649759,0.47
New Hampshire,NH,2019-06-08,364,2019-06-01,2979,649759,0.46
New Hampshire,NH,2019-06-15,430,2019-06-08,2930,649759,0.45
New Hampshire,NH,2019-06-22,800,2019-06-15,2957,649759,0.46
New Hampshire,NH,2019-06-29,615,2019-06-22,3391,649759,0.52
New Hampshire,NH,2019-07-06,553,2019-06-29,3444,649759,0.53
New Hampshire,NH,2019-07-13,490,2019-07-06,3691,651104,0.57
New Hampshire,NH,2019-07-20,408,2019-07-13,3523,651104,0.54
New Hampshire,NH,2019-07-27,425,2019-07-20,3441,651104,0.53
New Hampshire,NH,2019-08-03,423,2019-07-27,3408,651104,0.52
New Hampshire,NH,2019-08-10,467,2019-08-03,3437,651104,0.53
New Hampshire,NH,2019-08-17,464,2019-08-10,3487,651104,0.54
New Hampshire,NH,2019-08-24,427,2019-08-17,3528,651104,0.54
New Hampshire,NH,2019-08-31,374,2019-08-24,3440,651104,0.53
New Hampshire,NH,2019-09-07,343,2019-08-31,2951,651104,0.45
New Hampshire,NH,2019-09-14,326,2019-09-07,2785,651104,0.43
New Hampshire,NH,2019-09-21,356,2019-09-14,2654,651104,0.41
New Hampshire,NH,2019-09-28,373,2019-09-21,2665,651104,0.41
New Hampshire,NH,2019-10-05,416,2019-09-28,2640,651104,0.41
New Hampshire,NH,2019-10-12,391,2019-10-05,2706,652934,0.41
New Hampshire,NH,2019-10-19,350,2019-10-12,2676,652934,0.41
New Hampshire,NH,2019-10-26,486,2019-10-19,2708,652934,0.41
New Hampshire,NH,2019-11-02,483,2019-10-26,2795,652934,0.43
New Hampshire,NH,2019-11-09,510,2019-11-02,2889,652934,0.44
New Hampshire,NH,2019-11-16,453,2019-11-09,2953,652934,0.45
New Hampshire,NH,2019-11-23,571,2019-11-16,3005,652934,0.46
New Hampshire,NH,2019-11-30,491,2019-11-23,3072,652934,0.47
New Hampshire,NH,2019-12-07,698,2019-11-30,3253,652934,0.5
New Hampshire,NH,2019-12-14,665,2019-12-07,3485,652934,0.53
New Hampshire,NH,2019-12-21,656,2019-12-14,3533,652934,0.54
New Hampshire,NH,2019-12-28,1123,2019-12-21,3654,652934,0.56
New Hampshire,NH,2020-01-04,690,2019-12-28,4468,652934,0.68
New Hampshire,NH,2020-01-11,722,2020-01-04,4575,654468,0.7
New Hampshire,NH,2020-01-18,613,2020-01-11,4215,654468,0.64
New Hampshire,NH,2020-01-25,577,2020-01-18,4202,654468,0.64
New Hampshire,NH,2020-02-01,456,2020-01-25,4033,654468,0.62
New Hampshire,NH,2020-02-08,507,2020-02-01,4050,654468,0.62
New Hampshire,NH,2020-02-15,424,2020-02-08,4015,654468,0.61
New Hampshire,NH,2020-02-22,444,2020-02-15,3936,654468,0.6
New Hampshire,NH,2020-02-29,894,2020-02-22,4048,654468,0.62
New Hampshire,NH,2020-03-07,495,2020-02-29,4475,654468,0.68
New Hampshire,NH,2020-03-14,642,2020-03-07,3909,654468,0.6
New Hampshire,NH,2020-03-21,29379,2020-03-14,4024,654468,0.61
New Hampshire,NH,2020-03-28,31378,2020-03-21,27321,654468,4.17
New Jersey,NJ,2019-01-05,15716,2018-12-29,108647,3967985,2.74
New Jersey,NJ,2019-01-12,14167,2019-01-05,110669,3977393,2.78
New Jersey,NJ,2019-01-19,10190,2019-01-12,106096,3977393,2.67
New Jersey,NJ,2019-01-26,11130,2019-01-19,108219,3977393,2.72
New Jersey,NJ,2019-02-02,9903,2019-01-26,111749,3977393,2.81
New Jersey,NJ,2019-02-09,9758,2019-02-02,111536,3977393,2.8
New Jersey,NJ,2019-02-16,8841,2019-02-09,108663,3977393,2.73
New Jersey,NJ,2019-02-23,8512,2019-02-16,110184,3977393,2.77
New Jersey,NJ,2019-03-02,8155,2019-02-23,112183,3977393,2.82
New Jersey,NJ,2019-03-09,7990,2019-03-02,109482,3977393,2.75
New Jersey,NJ,2019-03-16,7853,2019-03-09,107328,3977393,2.7
New Jersey,NJ,2019-03-23,7485,2019-03-16,104241,3977211,2.62
New Jersey,NJ,2019-03-30,6894,2019-03-23,100024,3977211,2.51
New Jersey,NJ,2019-04-06,7707,2019-03-30,95817,3977211,2.41
New Jersey,NJ,2019-04-13,7641,2019-04-06,88763,3986641,2.23
New Jersey,NJ,2019-04-20,10737,2019-04-13,84194,3986641,2.11
New Jersey,NJ,2019-04-27,13778,2019-04-20,85786,3986641,2.15
New Jersey,NJ,2019-05-04,7539,2019-04-27,89666,3986641,2.25
New Jersey,NJ,2019-05-11,7672,2019-05-04,78725,3986579,1.97
New Jersey,NJ,2019-05-18,7054,2019-05-11,76577,3986579,1.92
New Jersey,NJ,2019-05-25,7928,2019-05-18,75820,3986579,1.9
New Jersey,NJ,2019-06-01,6230,2019-05-25,75880,3986579,1.9
New Jersey,NJ,2019-06-08,8217,2019-06-01,76710,3986579,1.92
New Jersey,NJ,2019-06-15,8064,2019-06-08,75278,3986579,1.89
New Jersey,NJ,2019-06-22,13644,2019-06-15,75852,3986579,1.9
New Jersey,NJ,2019-06-29,18558,2019-06-22,80090,3986579,2.01
New Jersey,NJ,2019-07-06,12612,2019-06-29,87044,3986579,2.18
New Jersey,NJ,2019-07-13,8910,2019-07-06,98783,3995886,2.47
New Jersey,NJ,2019-07-20,8070,2019-07-13,97560,3995886,2.44
New Jersey,NJ,2019-07-27,7265,2019-07-20,96801,3995886,2.42
New Jersey,NJ,2019-08-03,8205,2019-07-27,95886,3995886,2.4
New Jersey,NJ,2019-08-10,8224,2019-08-03,95093,3995886,2.38
New Jersey,NJ,2019-08-17,7541,2019-08-10,94922,3995886,2.38
New Jersey,NJ,2019-08-24,7746,2019-08-17,95509,3995886,2.39
New Jersey,NJ,2019-08-31,7103,2019-08-24,94789,3995886,2.37
New Jersey,NJ,2019-09-07,6658,2019-08-31,92978,3995886,2.33
New Jersey,NJ,2019-09-14,7455,2019-09-07,83934,3995886,2.1
New Jersey,NJ,2019-09-21,6718,2019-09-14,73417,3995886,1.84
New Jersey,NJ,2019-09-28,6699,2019-09-21,72053,3995886,1.8
New Jersey,NJ,2019-10-05,7721,2019-09-28,71660,3995886,1.79
New Jersey,NJ,2019-10-12,7706,2019-10-05,71529,3995886,1.79
New Jersey,NJ,2019-10-19,7482,2019-10-12,71216,4007202,1.78
New Jersey,NJ,2019-10-26,7990,2019-10-19,72947,4007202,1.82
New Jersey,NJ,2019-11-02,7550,2019-10-26,72909,4007202,1.82
New Jersey,NJ,2019-11-09,12747,2019-11-02,75018,4007202,1.87
New Jersey,NJ,2019-11-16,8978,2019-11-09,78801,4007202,1.97
New Jersey,NJ,2019-11-23,9523,2019-11-16,79682,4007202,1.99
New Jersey,NJ,2019-11-30,9149,2019-11-23,78017,4007202,1.95
New Jersey,NJ,2019-12-07,12463,2019-11-30,87903,4007202,2.19
New Jersey,NJ,2019-12-14,10806,2019-12-07,85764,4007202,2.14
New Jersey,NJ,2019-12-21,13001,2019-12-14,89206,4007202,2.23
New Jersey,NJ,2019-12-28,22855,2019-12-21,89248,4007202,2.23
New Jersey,NJ,2020-01-04,15325,2019-12-28,111335,4007202,2.78
New Jersey,NJ,2020-01-11,13469,2020-01-04,120461,4015146,3
New Jersey,NJ,2020-01-18,10728,2020-01-11,108425,4015146,2.7
New Jersey,NJ,2020-01-25,9325,2020-01-18,107082,4015146,2.67
New Jersey,NJ,2020-02-01,8304,2020-01-25,110022,4015146,2.74
New Jersey,NJ,2020-02-08,9288,2020-02-01,109931,4015146,2.74
New Jersey,NJ,2020-02-15,8550,2020-02-08,110016,4015146,2.74
New Jersey,NJ,2020-02-22,8396,2020-02-15,109265,4015146,2.72
New Jersey,NJ,2020-02-29,7773,2020-02-22,110902,4015146,2.76
New Jersey,NJ,2020-03-07,7996,2020-02-29,107646,4015146,2.68
New Jersey,NJ,2020-03-14,9467,2020-03-07,104283,4015146,2.6
New Jersey,NJ,2020-03-21,115815,2020-03-14,105840,4015146,2.64
New Jersey,NJ,2020-03-28,206253,2020-03-21,156181,4015146,3.89
New Mexico,NM,2019-01-05,1085,2018-12-29,10067,783527,1.28
New Mexico,NM,2019-01-12,1664,2019-01-05,10191,786155,1.3
New Mexico,NM,2019-01-19,1335,2019-01-12,10096,786155,1.28
New Mexico,NM,2019-01-26,897,2019-01-19,10227,786155,1.3
New Mexico,NM,2019-02-02,870,2019-01-26,10337,786155,1.31
New Mexico,NM,2019-02-09,819,2019-02-02,10226,786155,1.3
New Mexico,NM,2019-02-16,732,2019-02-09,10009,786155,1.27
New Mexico,NM,2019-02-23,676,2019-02-16,10011,786155,1.27
New Mexico,NM,2019-03-02,628,2019-02-23,10033,786155,1.28
New Mexico,NM,2019-03-09,682,2019-03-02,9851,786155,1.25
New Mexico,NM,2019-03-16,677,2019-03-09,9622,786155,1.22
New Mexico,NM,2019-03-23,837,2019-03-16,9540,786155,1.21
New Mexico,NM,2019-03-30,831,2019-03-23,9539,786155,1.21
New Mexico,NM,2019-04-06,874,2019-03-30,9393,786155,1.19
New Mexico,NM,2019-04-13,815,2019-04-06,9146,789407,1.16
New Mexico,NM,2019-04-20,687,2019-04-13,8908,789407,1.13
New Mexico,NM,2019-04-27,717,2019-04-20,8919,789407,1.13
New Mexico,NM,2019-05-04,693,2019-04-27,8903,789407,1.13
New Mexico,NM,2019-05-11,613,2019-05-04,8740,789407,1.11
New Mexico,NM,2019-05-18,784,2019-05-11,8292,789407,1.05
New Mexico,NM,2019-05-25,1031,2019-05-18,8256,789407,1.05
New Mexico,NM,2019-06-01,1235,2019-05-25,8436,789407,1.07
New Mexico,NM,2019-06-08,995,2019-06-01,8982,789407,1.14
New Mexico,NM,2019-06-15,786,2019-06-08,8911,789407,1.13
New Mexico,NM,2019-06-22,746,2019-06-15,9060,789407,1.15
New Mexico,NM,2019-06-29,671,2019-06-22,8946,789407,1.13
New Mexico,NM,2019-07-06,686,2019-06-29,8683,789407,1.1
New Mexico,NM,2019-07-13,823,2019-07-06,8839,793201,1.11
New Mexico,NM,2019-07-20,631,2019-07-13,8303,793201,1.05
New Mexico,NM,2019-07-27,634,2019-07-20,8832,793201,1.11
New Mexico,NM,2019-08-03,746,2019-07-27,8657,793201,1.09
New Mexico,NM,2019-08-17,681,2019-08-10,8238,793201,1.04
New Mexico,NM,2019-08-24,668,2019-08-17,7750,793201,0.98
New Mexico,NM,2019-08-31,652,2019-08-24,7512,793201,0.95
New Mexico,NM,2019-09-07,680,2019-08-31,7332,793201,0.92
New Mexico,NM,2019-09-14,723,2019-09-07,7466,793201,0.94
New Mexico,NM,2019-09-21,681,2019-09-14,7356,793201,0.93
New Mexico,NM,2019-09-28,699,2019-09-21,7455,793201,0.94
New Mexico,NM,2019-10-05,948,2019-09-28,7398,793201,0.93
New Mexico,NM,2019-10-12,825,2019-10-05,7606,796105,0.96
New Mexico,NM,2019-10-19,843,2019-10-12,7581,796105,0.95
New Mexico,NM,2019-10-26,933,2019-10-19,7724,796105,0.97
New Mexico,NM,2019-11-02,928,2019-10-26,7977,796105,1
New Mexico,NM,2019-11-09,1008,2019-11-02,8205,796105,1.03
New Mexico,NM,2019-11-16,882,2019-11-09,8449,796105,1.06
New Mexico,NM,2019-11-23,928,2019-11-16,8653,796105,1.09
New Mexico,NM,2019-11-30,811,2019-11-23,8736,796105,1.1
New Mexico,NM,2019-12-07,1041,2019-11-30,9270,796105,1.16
New Mexico,NM,2019-12-14,939,2019-12-07,9115,796105,1.14
New Mexico,NM,2019-12-21,986,2019-12-14,9271,796105,1.16
New Mexico,NM,2019-12-28,1135,2019-12-21,9232,796105,1.16
New Mexico,NM,2020-01-04,799,2019-12-28,10140,796105,1.27
New Mexico,NM,2020-01-11,1194,2020-01-04,10310,799085,1.29
New Mexico,NM,2020-01-18,947,2020-01-11,9920,799085,1.24
New Mexico,NM,2020-01-25,764,2020-01-18,10137,799085,1.27
New Mexico,NM,2020-02-01,784,2020-01-25,10066,799085,1.26
New Mexico,NM,2020-02-08,873,2020-02-01,9965,799085,1.25
New Mexico,NM,2020-02-15,725,2020-02-08,9987,799085,1.25
New Mexico,NM,2020-02-22,737,2020-02-15,10051,799085,1.26
New Mexico,NM,2020-02-29,681,2020-02-22,10039,799085,1.26
New Mexico,NM,2020-03-07,690,2020-02-29,9845,799085,1.23
New Mexico,NM,2020-03-14,869,2020-03-07,9566,799085,1.2
New Mexico,NM,2020-03-21,18105,2020-03-14,9288,799085,1.16
New Mexico,NM,2020-03-28,27849,2020-03-21,20087,799085,2.51
Nevada,NV,2019-01-05,2450,2018-12-29,21591,1318120,1.64
Nevada,NV,2019-01-12,2975,2019-01-05,20257,1328365,1.52
Nevada,NV,2019-01-19,2716,2019-01-12,20106,1328365,1.51
Nevada,NV,2019-01-26,2319,2019-01-19,20470,1328365,1.54
Nevada,NV,2019-02-02,2461,2019-01-26,20368,1328365,1.53
Nevada,NV,2019-02-09,2403,2019-02-02,20301,1328365,1.53
Nevada,NV,2019-02-16,2525,2019-02-09,20397,1328365,1.54
Nevada,NV,2019-02-23,2130,2019-02-16,20591,1328365,1.55
Nevada,NV,2019-03-02,2146,2019-02-23,20177,1328365,1.52
Nevada,NV,2019-03-09,2229,2019-03-02,20132,1328365,1.52
Nevada,NV,2019-03-16,2288,2019-03-09,19588,1328365,1.47
Nevada,NV,2019-03-23,2115,2019-03-16,19152,1328365,1.44
Nevada,NV,2019-03-30,2013,2019-03-23,18779,1328365,1.41
Nevada,NV,2019-04-06,2008,2019-03-30,18298,1328365,1.38
Nevada,NV,2019-04-13,2196,2019-04-06,17451,1339717,1.3
Nevada,NV,2019-04-20,2660,2019-04-13,17599,1339717,1.31
Nevada,NV,2019-04-27,2276,2019-04-20,18529,1339717,1.38
Nevada,NV,2019-05-04,2163,2019-04-27,18001,1339717,1.34
Nevada,NV,2019-05-11,2091,2019-05-04,17317,1339717,1.29
Nevada,NV,2019-05-18,1981,2019-05-11,17520,1339717,1.31
Nevada,NV,2019-05-25,2142,2019-05-18,17044,1339717,1.27
Nevada,NV,2019-06-01,2355,2019-05-25,17177,1339717,1.28
Nevada,NV,2019-06-08,2114,2019-06-01,17419,1339717,1.3
Nevada,NV,2019-06-15,2514,2019-06-08,17047,1339717,1.27
Nevada,NV,2019-06-22,2402,2019-06-15,17595,1339717,1.31
Nevada,NV,2019-06-29,2130,2019-06-22,17798,1339717,1.33
Nevada,NV,2019-07-06,2359,2019-06-29,17630,1339717,1.32
Nevada,NV,2019-07-13,2483,2019-07-06,18814,1351670,1.39
Nevada,NV,2019-07-20,2021,2019-07-13,17909,1351670,1.32
Nevada,NV,2019-07-27,1904,2019-07-20,17707,1351670,1.31
Nevada,NV,2019-08-03,2129,2019-07-27,17475,1351670,1.29
Nevada,NV,2019-08-10,2214,2019-08-03,17617,1351670,1.3
Nevada,NV,2019-08-17,2087,2019-08-10,17108,1351670,1.27
Nevada,NV,2019-08-24,2252,2019-08-17,16878,1351670,1.25
Nevada,NV,2019-08-31,2438,2019-08-24,17388,1351670,1.29
Nevada,NV,2019-09-07,2045,2019-08-31,17346,1351670,1.28
Nevada,NV,2019-09-14,2055,2019-09-07,16914,1351670,1.25
Nevada,NV,2019-09-21,1887,2019-09-14,16327,1351670,1.21
Nevada,NV,2019-09-28,1799,2019-09-21,15872,1351670,1.17
Nevada,NV,2019-10-05,2351,2019-09-28,15863,1351670,1.17
