state,state abbr,File week ended,Initial Claims,Reflecting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate
Connecticut,CT,2020-02-08,2944,2020-02-01,41633,1654391,2.52
Connecticut,CT,2020-02-15,2520,2020-02-08,39384,1654391,2.38
Connecticut,CT,2020-02-22,2435,2020-02-15,41691,1654391,2.52
Connecticut,CT,2020-02-29,2843,2020-02-22,42168,1654391,2.55
Connecticut,CT,2020-03-07,2527,2020-02-29,40638,1654391,2.46
Connecticut,CT,2020-03-14,3440,2020-03-07,39786,1654391,2.4
Connecticut,CT,2020-03-21,25100,2020-03-14,44194,1654391,2.67
Connecticut,CT,2020-03-28,33227,2020-03-21,80861,1654391,4.89
Delaware,DE,2019-01-05,991,2018-12-29,7142,436213,1.64
Delaware,DE,2019-01-12,1064,2019-01-05,6507,437143,1.49
Delaware,DE,2019-01-19,891,2019-01-12,6114,437143,1.4
Delaware,DE,2019-01-26,677,2019-01-19,6209,437143,1.42
Delaware,DE,2019-02-02,728,2019-01-26,7157,437143,1.64
Delaware,DE,2019-02-09,584,2019-02-02,6430,437143,1.47
Delaware,DE,2019-02-16,544,2019-02-09,6278,437143,1.44
Delaware,DE,2019-02-23,494,2019-02-16,6232,437143,1.43
Delaware,DE,2019-03-02,521,2019-02-23,7259,437143,1.66
Delaware,DE,2019-03-09,513,2019-03-02,5961,437143,1.36
Delaware,DE,2019-03-16,460,2019-03-09,5735,437143,1.31
Delaware,DE,2019-03-23,460,2019-03-16,5403,437143,1.24
Delaware,DE,2019-03-30,425,2019-03-23,5949,437143,1.36
Delaware,DE,2019-04-06,470,2019-03-30,4815,437143,1.1
Delaware,DE,2019-04-13,482,2019-04-06,4520,438948,1.03
Delaware,DE,2019-04-20,353,2019-04-13,4270,438948,0.97
Delaware,DE,2019-04-27,1135,2019-04-20,4120,438948,0.94
Delaware,DE,2019-05-04,489,2019-04-27,5327,438948,1.21
Delaware,DE,2019-05-11,566,2019-05-04,3832,438948,0.87
Delaware,DE,2019-05-18,427,2019-05-11,3873,438948,0.88
Delaware,DE,2019-05-25,397,2019-05-18,3849,438948,0.88
Delaware,DE,2019-06-01,390,2019-05-25,4491,438948,1.02
Delaware,DE,2019-06-08,670,2019-06-01,3816,438948,0.87
Delaware,DE,2019-06-15,1112,2019-06-08,3991,438948,0.91
Delaware,DE,2019-06-22,886,2019-06-15,4714,438948,1.07
Delaware,DE,2019-06-29,650,2019-06-22,5647,438948,1.29
Delaware,DE,2019-07-06,529,2019-06-29,4973,438948,1.13
Delaware,DE,2019-07-13,665,2019-07-06,5213,440192,1.18
Delaware,DE,2019-07-20,532,2019-07-13,5260,440192,1.19
Delaware,DE,2019-07-27,491,2019-07-20,5224,440192,1.19
Delaware,DE,2019-08-03,459,2019-07-27,5595,440192,1.27
Delaware,DE,2019-08-10,481,2019-08-03,5253,440192,1.19
Delaware,DE,2019-08-17,467,2019-08-10,5272,440192,1.2
Delaware,DE,2019-08-24,435,2019-08-17,5239,440192,1.19
Delaware,DE,2019-08-31,445,2019-08-24,5640,440192,1.28
Delaware,DE,2019-09-07,427,2019-08-31,4271,440192,0.97
Delaware,DE,2019-09-14,460,2019-09-07,3834,440192,0.87
Delaware,DE,2019-09-21,438,2019-09-14,3734,440192,0.85
Delaware,DE,2019-09-28,491,2019-09-21,3714,440192,0.84
Delaware,DE,2019-10-05,460,2019-09-28,3991,440192,0.91
Delaware,DE,2019-10-12,550,2019-10-05,3724,441663,0.84
Delaware,DE,2019-10-19,525,2019-10-12,3783,441663,0.86
Delaware,DE,2019-10-26,567,2019-10-19,3911,441663,0.89
Delaware,DE,2019-11-02,560,2019-10-26,4269,441663,0.97
Delaware,DE,2019-11-09,627,2019-11-02,4081,441663,0.92
Delaware,DE,2019-11-16,612,2019-11-09,4096,441663,0.93
Delaware,DE,2019-11-23,594,2019-11-16,4362,441663,0.99
Delaware,DE,2019-11-30,673,2019-11-23,4790,441663,1.08
Delaware,DE,2019-12-07,1099,2019-11-30,5148,441663,1.17
Delaware,DE,2019-12-14,765,2019-12-07,4549,441663,1.03
Delaware,DE,2019-12-21,902,2019-12-14,4836,441663,1.09
Delaware,DE,2019-12-28,1439,2019-12-21,4956,441663,1.12
Delaware,DE,2020-01-04,875,2019-12-28,6881,441663,1.56
Delaware,DE,2020-01-11,1107,2020-01-04,7083,443288,1.6
Delaware,DE,2020-01-18,830,2020-01-11,5967,443288,1.35
Delaware,DE,2020-01-25,674,2020-01-18,5703,443288,1.29
Delaware,DE,2020-02-01,622,2020-01-25,6830,443288,1.54
Delaware,DE,2020-02-08,608,2020-02-01,5888,443288,1.33
Delaware,DE,2020-02-15,610,2020-02-08,5917,443288,1.33
Delaware,DE,2020-02-22,632,2020-02-15,5921,443288,1.34
Delaware,DE,2020-02-29,524,2020-02-22,6742,443288,1.52
Delaware,DE,2020-03-07,518,2020-02-29,5480,443288,1.24
Delaware,DE,2020-03-14,472,2020-03-07,5310,443288,1.2
Delaware,DE,2020-03-21,10776,2020-03-14,5297,443288,1.19
Delaware,DE,2020-03-28,19137,2020-03-21,11506,443288,2.6
District of Columbia,DC,2019-01-05,1190,2018-12-29,8150,567976,1.43
District of Columbia,DC,2019-01-12,1964,2019-01-05,8619,570675,1.51
District of Columbia,DC,2019-01-19,1193,2019-01-12,9764,570675,1.71
District of Columbia,DC,2019-01-26,904,2019-01-19,10057,570675,1.76
District of Columbia,DC,2019-02-02,597,2019-01-26,9836,570675,1.72
District of Columbia,DC,2019-02-09,509,2019-02-02,8650,570675,1.52
District of Columbia,DC,2019-02-16,436,2019-02-09,8126,570675,1.42
District of Columbia,DC,2019-02-23,376,2019-02-16,7816,570675,1.37
District of Columbia,DC,2019-03-02,399,2019-02-23,7778,570675,1.36
District of Columbia,DC,2019-03-09,406,2019-03-02,7429,570675,1.3
District of Columbia,DC,2019-03-16,430,2019-03-09,7259,570675,1.27
District of Columbia,DC,2019-03-23,388,2019-03-16,7237,570675,1.27
District of Columbia,DC,2019-03-30,379,2019-03-23,7017,570675,1.23
District of Columbia,DC,2019-04-06,439,2019-03-30,6753,570675,1.18
District of Columbia,DC,2019-04-13,419,2019-04-06,6715,572997,1.17
District of Columbia,DC,2019-04-20,409,2019-04-13,6625,572997,1.16
District of Columbia,DC,2019-04-27,393,2019-04-20,6643,572997,1.16
District of Columbia,DC,2019-05-04,424,2019-04-27,6570,572997,1.15
District of Columbia,DC,2019-05-11,396,2019-05-04,6306,572997,1.1
District of Columbia,DC,2019-05-18,500,2019-05-11,6316,572997,1.1
District of Columbia,DC,2019-05-25,452,2019-05-18,6228,572997,1.09
District of Columbia,DC,2019-06-01,410,2019-05-25,6299,572997,1.1
District of Columbia,DC,2019-06-08,456,2019-06-01,6413,572997,1.12
District of Columbia,DC,2019-06-15,473,2019-06-08,6401,572997,1.12
District of Columbia,DC,2019-06-22,787,2019-06-15,6405,572997,1.12
District of Columbia,DC,2019-06-29,591,2019-06-22,6840,572997,1.19
District of Columbia,DC,2019-07-06,501,2019-06-29,6890,572997,1.2
District of Columbia,DC,2019-07-13,570,2019-07-06,7186,575588,1.25
District of Columbia,DC,2019-07-20,528,2019-07-13,7197,575588,1.25
District of Columbia,DC,2019-07-27,491,2019-07-20,7142,575588,1.24
District of Columbia,DC,2019-08-03,527,2019-07-27,7283,575588,1.27
District of Columbia,DC,2019-08-10,480,2019-08-03,7273,575588,1.26
District of Columbia,DC,2019-08-17,461,2019-08-10,7391,575588,1.28
District of Columbia,DC,2019-08-24,440,2019-08-17,7236,575588,1.26
District of Columbia,DC,2019-08-31,391,2019-08-24,7141,575588,1.24
District of Columbia,DC,2019-09-07,381,2019-08-31,6731,575588,1.17
District of Columbia,DC,2019-09-14,433,2019-09-07,6725,575588,1.17
District of Columbia,DC,2019-09-21,407,2019-09-14,6444,575588,1.12
District of Columbia,DC,2019-09-28,397,2019-09-21,6359,575588,1.1
District of Columbia,DC,2019-10-05,480,2019-09-28,6323,575588,1.1
District of Columbia,DC,2019-10-12,480,2019-10-05,6246,576878,1.08
District of Columbia,DC,2019-10-19,434,2019-10-12,6275,576878,1.09
District of Columbia,DC,2019-10-26,420,2019-10-19,6264,576878,1.09
District of Columbia,DC,2019-11-02,470,2019-10-26,6285,576878,1.09
District of Columbia,DC,2019-11-09,570,2019-11-02,6345,576878,1.1
District of Columbia,DC,2019-11-16,513,2019-11-09,6423,576878,1.11
District of Columbia,DC,2019-11-23,561,2019-11-16,6509,576878,1.13
District of Columbia,DC,2019-11-30,387,2019-11-23,6550,576878,1.14
District of Columbia,DC,2019-12-07,635,2019-11-30,6883,576878,1.19
District of Columbia,DC,2019-12-14,562,2019-12-07,6889,576878,1.19
District of Columbia,DC,2019-12-21,598,2019-12-14,6936,576878,1.2
District of Columbia,DC,2019-12-28,366,2019-12-21,7026,576878,1.22
District of Columbia,DC,2020-01-04,481,2019-12-28,7198,576878,1.25
District of Columbia,DC,2020-01-11,706,2020-01-04,7102,578035,1.23
District of Columbia,DC,2020-01-18,594,2020-01-11,7271,578035,1.26
District of Columbia,DC,2020-01-25,534,2020-01-18,7149,578035,1.24
District of Columbia,DC,2020-02-01,539,2020-01-25,7139,578035,1.24
District of Columbia,DC,2020-02-08,508,2020-02-01,7156,578035,1.24
District of Columbia,DC,2020-02-15,473,2020-02-08,7079,578035,1.22
District of Columbia,DC,2020-02-22,422,2020-02-15,7003,578035,1.21
District of Columbia,DC,2020-02-29,452,2020-02-22,7020,578035,1.21
District of Columbia,DC,2020-03-07,471,2020-02-29,6792,578035,1.18
District of Columbia,DC,2020-03-14,1213,2020-03-07,6746,578035,1.17
District of Columbia,DC,2020-03-21,14462,2020-03-14,7378,578035,1.28
Georgia,GA,2020-01-11,17962,2020-01-04,47482,4373059,1.09
District of Columbia,DC,2020-03-28,15869,2020-03-21,17661,578035,3.06
Florida,FL,2019-01-05,7343,2018-12-29,37091,8401478,0.44
Florida,FL,2019-01-12,10113,2019-01-05,39523,8445378,0.47
Florida,FL,2019-01-19,9152,2019-01-12,38589,8445378,0.46
Florida,FL,2019-01-26,8226,2019-01-19,39817,8445378,0.47
Florida,FL,2019-02-02,7510,2019-01-26,37502,8445378,0.44
Florida,FL,2019-02-09,7049,2019-02-02,38218,8445378,0.45
Florida,FL,2019-02-16,6185,2019-02-09,36628,8445378,0.43
Florida,FL,2019-02-23,5685,2019-02-16,38228,8445378,0.45
Florida,FL,2019-03-02,5675,2019-02-23,36032,8445378,0.43
Florida,FL,2019-03-09,6204,2019-03-02,35361,8445378,0.42
Florida,FL,2019-03-16,5801,2019-03-09,34751,8445378,0.41
Florida,FL,2019-03-23,5353,2019-03-16,34930,8445378,0.41
Florida,FL,2019-03-30,5304,2019-03-23,34577,8445378,0.41
Florida,FL,2019-04-06,6402,2019-03-30,33253,8445378,0.39
Florida,FL,2019-04-13,6345,2019-04-06,33243,8511100,0.39
Florida,FL,2019-04-20,5911,2019-04-13,33688,8511100,0.4
Florida,FL,2019-04-27,5900,2019-04-20,34170,8511100,0.4
Florida,FL,2019-05-04,6262,2019-04-27,33181,8511100,0.39
Florida,FL,2019-05-11,6402,2019-05-04,33697,8511100,0.4
Florida,FL,2019-05-18,6354,2019-05-11,33957,8511100,0.4
Florida,FL,2019-05-25,6104,2019-05-18,33987,8511100,0.4
Florida,FL,2019-06-01,5971,2019-05-25,34600,8511100,0.41
Florida,FL,2019-06-08,8581,2019-06-01,34500,8511100,0.41
Florida,FL,2019-06-15,7509,2019-06-08,35131,8511100,0.41
Florida,FL,2019-06-22,7025,2019-06-15,38862,8511100,0.46
Florida,FL,2019-06-29,6845,2019-06-22,38733,8511100,0.46
Florida,FL,2019-07-06,7150,2019-06-29,37702,8511100,0.44
Florida,FL,2019-07-13,7710,2019-07-06,40614,8563455,0.47
Florida,FL,2019-07-20,6919,2019-07-13,41553,8563455,0.49
Florida,FL,2019-07-27,6491,2019-07-20,42091,8563455,0.49
Florida,FL,2019-08-03,6437,2019-07-27,42461,8563455,0.5
Florida,FL,2019-08-10,6509,2019-08-03,42628,8563455,0.5
Florida,FL,2019-08-17,6009,2019-08-10,41853,8563455,0.49
Florida,FL,2019-08-24,6305,2019-08-17,43799,8563455,0.51
Florida,FL,2019-08-31,5646,2019-08-24,41020,8563455,0.48
Florida,FL,2019-09-07,5013,2019-08-31,40036,8563455,0.47
Florida,FL,2019-09-14,6543,2019-09-07,40712,8563455,0.48
Florida,FL,2019-09-21,5972,2019-09-14,39151,8563455,0.46
Florida,FL,2019-09-28,5388,2019-09-21,39475,8563455,0.46
Florida,FL,2019-10-05,6072,2019-09-28,37855,8563455,0.44
Florida,FL,2019-10-12,5982,2019-10-05,36883,8608066,0.43
Florida,FL,2019-10-19,5451,2019-10-12,36987,8608066,0.43
Florida,FL,2019-10-26,5402,2019-10-19,36047,8608066,0.42
Florida,FL,2019-11-02,5484,2019-10-26,35187,8608066,0.41
Florida,FL,2019-11-09,6028,2019-11-02,35489,8608066,0.41
Florida,FL,2019-11-16,5252,2019-11-09,34385,8608066,0.4
Florida,FL,2019-11-23,5662,2019-11-16,36170,8608066,0.42
Florida,FL,2019-11-30,3817,2019-11-23,31147,8608066,0.36
Florida,FL,2019-12-07,5681,2019-11-30,38917,8608066,0.45
Florida,FL,2019-12-14,5375,2019-12-07,33428,8608066,0.39
Florida,FL,2019-12-21,5337,2019-12-14,36866,8608066,0.43
Florida,FL,2019-12-28,3807,2019-12-21,31743,8608066,0.37
Florida,FL,2020-01-04,4618,2019-12-28,36189,8608066,0.42
Florida,FL,2020-01-11,6862,2020-01-04,35024,8604277,0.41
Florida,FL,2020-01-18,6088,2020-01-11,34718,8604277,0.4
Florida,FL,2020-01-25,5206,2020-01-18,33347,8604277,0.39
Florida,FL,2020-02-01,5457,2020-01-25,35871,8604277,0.42
Florida,FL,2020-02-08,5605,2020-02-01,33176,8604277,0.39
Florida,FL,2020-02-15,5229,2020-02-08,34449,8604277,0.4
Florida,FL,2020-02-22,4861,2020-02-15,33570,8604277,0.39
Florida,FL,2020-02-29,4853,2020-02-22,33421,8604277,0.39
Florida,FL,2020-03-07,5325,2020-02-29,32262,8604277,0.37
Florida,FL,2020-03-14,6463,2020-03-07,32244,8604277,0.37
Florida,FL,2020-03-21,74313,2020-03-14,33728,8604277,0.39
Florida,FL,2020-03-28,228484,2020-03-21,35076,8604277,0.41
Georgia,GA,2019-01-05,17800,2018-12-29,38700,4271277,0.91
Georgia,GA,2019-01-12,13145,2019-01-05,38060,4290407,0.89
Georgia,GA,2019-01-19,7402,2019-01-12,29355,4290407,0.68
Georgia,GA,2019-01-26,5529,2019-01-19,28292,4290407,0.66
Georgia,GA,2019-02-02,5483,2019-01-26,27875,4290407,0.65
Georgia,GA,2019-02-09,5575,2019-02-02,27142,4290407,0.63
Georgia,GA,2019-02-16,5711,2019-02-09,26530,4290407,0.62
Georgia,GA,2019-02-23,5120,2019-02-16,27208,4290407,0.63
Georgia,GA,2019-03-02,5781,2019-02-23,26703,4290407,0.62
Georgia,GA,2019-03-09,5166,2019-03-02,25281,4290407,0.59
Georgia,GA,2019-03-16,4387,2019-03-09,24682,4290407,0.58
Georgia,GA,2019-03-23,4182,2019-03-16,23918,4290407,0.56
Georgia,GA,2019-03-30,4171,2019-03-23,23944,4290407,0.56
Georgia,GA,2019-04-06,4642,2019-03-30,23020,4290407,0.54
Georgia,GA,2019-04-13,5248,2019-04-06,24837,4314458,0.58
Georgia,GA,2019-04-20,4655,2019-04-13,23737,4314458,0.55
Georgia,GA,2019-04-27,4457,2019-04-20,24013,4314458,0.56
Georgia,GA,2019-05-04,4851,2019-04-27,23899,4314458,0.55
Georgia,GA,2019-05-11,5072,2019-05-04,23743,4314458,0.55
Georgia,GA,2019-05-18,4286,2019-05-11,24030,4314458,0.56
Georgia,GA,2019-05-25,4191,2019-05-18,24042,4314458,0.56
Georgia,GA,2019-06-01,4474,2019-05-25,24268,4314458,0.56
Georgia,GA,2019-06-08,5366,2019-06-01,24860,4314458,0.58
Georgia,GA,2019-06-15,4332,2019-06-08,24648,4314458,0.57
Georgia,GA,2019-06-22,4412,2019-06-15,25072,4314458,0.58
Georgia,GA,2019-06-29,4336,2019-06-22,24973,4314458,0.58
Georgia,GA,2019-07-06,5234,2019-06-29,24972,4314458,0.58
Georgia,GA,2019-07-13,9065,2019-07-06,30818,4332044,0.71
Georgia,GA,2019-07-20,6107,2019-07-13,27148,4332044,0.63
Georgia,GA,2019-07-27,4275,2019-07-20,26077,4332044,0.6
Georgia,GA,2019-08-03,4402,2019-07-27,25618,4332044,0.59
Georgia,GA,2019-08-10,4395,2019-08-03,25319,4332044,0.58
Georgia,GA,2019-08-17,3913,2019-08-10,24789,4332044,0.57
Georgia,GA,2019-08-24,4450,2019-08-17,25549,4332044,0.59
Georgia,GA,2019-08-31,4797,2019-08-24,24822,4332044,0.57
Georgia,GA,2019-09-07,3645,2019-08-31,24574,4332044,0.57
Georgia,GA,2019-09-14,5208,2019-09-07,25217,4332044,0.58
Georgia,GA,2019-09-21,4262,2019-09-14,24252,4332044,0.56
Georgia,GA,2019-09-28,4534,2019-09-21,23955,4332044,0.55
Georgia,GA,2019-10-05,4843,2019-09-28,24335,4332044,0.56
Georgia,GA,2019-10-12,5100,2019-10-05,23752,4353840,0.55
Georgia,GA,2019-10-19,4431,2019-10-12,24134,4353840,0.55
Georgia,GA,2019-10-26,6255,2019-10-19,25067,4353840,0.58
Georgia,GA,2019-11-02,5207,2019-10-26,24694,4353840,0.57
Georgia,GA,2019-11-09,5417,2019-11-02,24251,4353840,0.56
Georgia,GA,2019-11-16,3934,2019-11-09,23917,4353840,0.55
Georgia,GA,2019-11-23,5780,2019-11-16,24461,4353840,0.56
Georgia,GA,2019-11-30,3961,2019-11-23,21522,4353840,0.49
Georgia,GA,2019-12-07,9592,2019-11-30,31239,4353840,0.72
Georgia,GA,2019-12-14,6595,2019-12-07,26358,4353840,0.61
Georgia,GA,2019-12-21,4885,2019-12-14,25133,4353840,0.58
Georgia,GA,2019-12-28,4131,2019-12-21,24259,4353840,0.56
Georgia,GA,2020-01-04,17060,2019-12-28,38704,4353840,0.89
Georgia,GA,2020-01-18,8161,2020-01-11,32079,4373059,0.73
Georgia,GA,2020-01-25,5257,2020-01-18,28998,4373059,0.66
Georgia,GA,2020-02-01,5199,2020-01-25,28332,4373059,0.65
Georgia,GA,2020-02-08,5577,2020-02-01,26984,4373059,0.62
Georgia,GA,2020-02-15,6277,2020-02-08,27317,4373059,0.62
Georgia,GA,2020-02-22,5030,2020-02-15,26963,4373059,0.62
Georgia,GA,2020-02-29,5538,2020-02-22,26958,4373059,0.62
Georgia,GA,2020-03-07,4569,2020-02-29,25079,4373059,0.57
Georgia,GA,2020-03-14,5445,2020-03-07,25352,4373059,0.58
Georgia,GA,2020-03-21,12140,2020-03-14,27507,4373059,0.63
Georgia,GA,2020-03-28,133820,2020-03-21,107877,4373059,2.47
Hawaii,HI,2019-01-05,1903,2018-12-29,5233,620087,0.84
Hawaii,HI,2019-01-12,1720,2019-01-05,7979,621166,1.28
Hawaii,HI,2019-01-19,1203,2019-01-12,7278,621166,1.17
Hawaii,HI,2019-01-26,1084,2019-01-19,6967,621166,1.12
Hawaii,HI,2019-02-02,1283,2019-01-26,6936,621166,1.12
Hawaii,HI,2019-02-09,1171,2019-02-02,6894,621166,1.11
Hawaii,HI,2019-02-16,1154,2019-02-09,6743,621166,1.09
Hawaii,HI,2019-02-23,1196,2019-02-16,6901,621166,1.11
Hawaii,HI,2019-03-02,1278,2019-02-23,6900,621166,1.11
Hawaii,HI,2019-03-09,1133,2019-03-02,6661,621166,1.07
Hawaii,HI,2019-03-16,1155,2019-03-09,6602,621166,1.06
Hawaii,HI,2019-03-23,1055,2019-03-16,6552,621166,1.05
Hawaii,HI,2019-03-30,1249,2019-03-23,6646,621166,1.07
Hawaii,HI,2019-04-06,1285,2019-03-30,6624,621166,1.07
Hawaii,HI,2019-04-13,1128,2019-04-06,6579,621965,1.06
Hawaii,HI,2019-04-20,989,2019-04-13,6301,621965,1.01
Hawaii,HI,2019-04-27,1274,2019-04-20,6605,621965,1.06
Hawaii,HI,2019-05-04,1120,2019-04-27,6513,621965,1.05
Hawaii,HI,2019-05-11,1229,2019-05-04,6645,621965,1.07
Hawaii,HI,2019-05-18,1242,2019-05-11,6690,621965,1.08
Hawaii,HI,2019-05-25,1203,2019-05-18,6824,621965,1.1
Hawaii,HI,2019-06-01,994,2019-05-25,6553,621965,1.05
Hawaii,HI,2019-06-08,1571,2019-06-01,6940,621965,1.12
Hawaii,HI,2019-06-15,1303,2019-06-08,7170,621965,1.15
Hawaii,HI,2019-06-22,1280,2019-06-15,7289,621965,1.17
Hawaii,HI,2019-06-29,1086,2019-06-22,6957,621965,1.12
Hawaii,HI,2019-07-06,1439,2019-06-29,7451,621965,1.2
Hawaii,HI,2019-07-13,1320,2019-07-06,7322,622901,1.18
Hawaii,HI,2019-07-20,1068,2019-07-13,7233,622901,1.16
Hawaii,HI,2019-07-27,1062,2019-07-20,6835,622901,1.1
Hawaii,HI,2019-08-03,1136,2019-07-27,6855,622901,1.1
Hawaii,HI,2019-08-10,1217,2019-08-03,6698,622901,1.08
Hawaii,HI,2019-08-17,1011,2019-08-10,6377,622901,1.02
Hawaii,HI,2019-08-24,1136,2019-08-17,6546,622901,1.05
Hawaii,HI,2019-08-31,1058,2019-08-24,6319,622901,1.01
Hawaii,HI,2019-09-07,1080,2019-08-31,6359,622901,1.02
Hawaii,HI,2019-09-14,1141,2019-09-07,6324,622901,1.02
Hawaii,HI,2019-09-21,936,2019-09-14,6318,622901,1.01
Hawaii,HI,2019-09-28,1033,2019-09-21,5893,622901,0.95
Hawaii,HI,2019-10-05,1268,2019-09-28,6019,622901,0.97
Hawaii,HI,2019-10-12,1150,2019-10-05,5910,623074,0.95
Hawaii,HI,2019-10-19,1298,2019-10-12,6306,623074,1.01
Hawaii,HI,2019-10-26,1123,2019-10-19,5704,623074,0.92
Hawaii,HI,2019-11-02,955,2019-10-26,5863,623074,0.94
